essay_id,total_score,W_ratio_A1,W_ratio_A,W_ratio_B,W_ratio_C,W_ratio_AboveB1,W_mean_score,W_n
TR54*0100*2000*02_A4,31.0,0.7522935779816514,0.9357798165137615,0.06422018348623854,0.0,0.06422018348623854,1.311926605504587,109
TR587*0100*2000*02_A1,24.0,0.6438356164383562,0.9041095890410958,0.0958904109589041,0.0,0.0958904109589041,1.452054794520548,73
TR587*0100*2000*02_A4,24.0,0.7049180327868853,0.9262295081967213,0.07377049180327869,0.0,0.07377049180327869,1.3852459016393444,122
TR591*0100*2000*02_A1,18.0,0.5757575757575758,0.7878787878787878,0.19696969696969696,0.015151515151515152,0.21212121212121213,1.696969696969697,66
TR591*0100*2000*02_A3,18.0,0.5686274509803921,0.7254901960784313,0.27450980392156865,0.0,0.27450980392156865,1.7843137254901962,51
TR602*0100*2000*02_A1,25.0,0.6,0.8583333333333333,0.125,0.016666666666666666,0.14166666666666666,1.6,120
TR602*0100*2000*02_A2,25.0,0.5555555555555556,0.7592592592592593,0.24074074074074073,0.0,0.24074074074074073,1.7407407407407407,54
TR606*0100*2000*02_A1,38.0,0.6744186046511628,0.8604651162790697,0.10465116279069768,0.03488372093023256,0.13953488372093023,1.569767441860465,86
TR606*0100*2000*02_A4,38.0,0.7244897959183674,0.9183673469387755,0.07142857142857142,0.01020408163265306,0.08163265306122448,1.3979591836734695,98
TR617*0100*2000*02_A1,25.0,0.6701030927835051,0.865979381443299,0.12371134020618557,0.010309278350515464,0.13402061855670103,1.5051546391752577,97
TR617*0100*2000*02_A3,25.0,0.6216216216216216,0.8324324324324325,0.15135135135135136,0.016216216216216217,0.16756756756756758,1.6,185
TR624*0100*2000*02_A1,32.0,0.6153846153846154,0.8153846153846154,0.18461538461538463,0.0,0.18461538461538463,1.6153846153846154,65
TR624*0100*2000*02_A3,32.0,0.5952380952380952,0.7380952380952381,0.2261904761904762,0.03571428571428571,0.2619047619047619,1.8214285714285714,84
TR634*0100*2000*02_A1,33.0,0.6794871794871795,0.8589743589743589,0.10256410256410256,0.038461538461538464,0.14102564102564102,1.5384615384615385,78
TR634*0100*2000*02_A4,33.0,0.7181818181818181,0.8272727272727273,0.17272727272727273,0.0,0.17272727272727273,1.481818181818182,110
TR638*0100*2000*02_A1,17.0,0.5766423357664233,0.8394160583941606,0.13138686131386862,0.029197080291970802,0.16058394160583941,1.6496350364963503,137
TR638*0100*2000*02_A4,17.0,0.6934306569343066,0.8832116788321168,0.10218978102189781,0.014598540145985401,0.11678832116788321,1.467153284671533,137
TR639*0100*2000*02_A1,21.0,0.5483870967741935,0.8279569892473119,0.15053763440860216,0.021505376344086023,0.17204301075268819,1.7311827956989247,93
TR639*0100*2000*02_A2,21.0,0.6290322580645161,0.8387096774193549,0.16129032258064516,0.0,0.16129032258064516,1.5483870967741935,62
TR682*0100*2000*02_A1,33.0,0.5,0.7361111111111112,0.20833333333333334,0.05555555555555555,0.2638888888888889,1.9583333333333333,72
TR682*0100*2000*02_A2,33.0,0.43956043956043955,0.5714285714285714,0.37362637362637363,0.054945054945054944,0.42857142857142855,2.230769230769231,91
TR93*0100*2000*02_A1,23.0,0.7721518987341772,0.9620253164556962,0.0379746835443038,0.0,0.0379746835443038,1.2658227848101267,79
TR93*0100*2000*02_A4,23.0,0.8301886792452831,0.9622641509433962,0.03773584905660377,0.0,0.03773584905660377,1.2075471698113207,106
TR70*0100*2000*02_A1,32.0,0.6060606060606061,0.8787878787878788,0.09090909090909091,0.030303030303030304,0.12121212121212122,1.5757575757575757,99
TR70*0100*2000*02_A3,32.0,0.5903614457831325,0.8433734939759037,0.1566265060240964,0.0,0.1566265060240964,1.6024096385542168,83
TR94*0100*2000*02_A1,30.0,0.6153846153846154,0.8461538461538461,0.15384615384615385,0.0,0.15384615384615385,1.5384615384615385,117
TR94*0100*2000*02_A2,30.0,0.6555555555555556,0.8111111111111111,0.16666666666666666,0.022222222222222223,0.18888888888888888,1.6444444444444444,90
TR704*0100*2000*02_A1,29.0,0.547945205479452,0.821917808219178,0.1643835616438356,0.0136986301369863,0.1780821917808219,1.6849315068493151,73
TR704*0100*2000*02_A4,29.0,0.717948717948718,0.8974358974358975,0.10256410256410256,0.0,0.10256410256410256,1.4102564102564104,78
TR708*0100*2000*02_A1,30.0,0.5280898876404494,0.7415730337078652,0.21348314606741572,0.0449438202247191,0.25842696629213485,1.8876404494382022,89
TR708*0100*2000*02_A4,30.0,0.6728971962616822,0.8598130841121495,0.12149532710280374,0.018691588785046728,0.14018691588785046,1.5420560747663552,107
TR730*0100*2000*02_A1,29.0,0.7333333333333333,0.9444444444444444,0.044444444444444446,0.011111111111111112,0.05555555555555555,1.3555555555555556,90
TR730*0100*2000*02_A3,29.0,0.7419354838709677,0.9032258064516129,0.07526881720430108,0.021505376344086023,0.0967741935483871,1.4193548387096775,93
TR745*0100*2000*02_A1,17.0,0.5625,0.7916666666666666,0.1875,0.020833333333333332,0.20833333333333334,1.7083333333333333,48
TR745*0100*2000*02_A3,17.0,0.5,0.68,0.32,0.0,0.32,1.84,50
TR752*0100*2000*02_A1,32.0,0.5,0.7857142857142857,0.1836734693877551,0.030612244897959183,0.21428571428571427,1.8265306122448979,98
TR752*0100*2000*02_A2,32.0,0.532051282051282,0.7243589743589743,0.2692307692307692,0.00641025641025641,0.27564102564102566,1.8717948717948718,156
TR792*0100*2000*02_A1,26.0,0.7333333333333333,0.9066666666666666,0.06666666666666667,0.02666666666666667,0.09333333333333334,1.4266666666666667,75
TR792*0100*2000*02_A3,26.0,0.8148148148148148,0.9382716049382716,0.06172839506172839,0.0,0.06172839506172839,1.2592592592592593,81
TR831*0100*2000*02_A1,25.0,0.5333333333333333,0.7866666666666666,0.18666666666666668,0.02666666666666667,0.21333333333333335,1.7733333333333334,75
TR831*0100*2000*02_A3,25.0,0.5671641791044776,0.746268656716418,0.23880597014925373,0.014925373134328358,0.2537313432835821,1.7761194029850746,67
TR839*0100*2000*02_A1,29.0,0.6952380952380952,0.8952380952380953,0.08571428571428572,0.01904761904761905,0.10476190476190476,1.457142857142857,105
TR839*0100*2000*02_A3,29.0,0.7375,0.8375,0.15,0.0125,0.1625,1.4625,80
TR847*0100*2000*02_A1,26.0,0.620253164556962,0.7974683544303798,0.17721518987341772,0.02531645569620253,0.20253164556962025,1.6455696202531647,79
TR847*0100*2000*02_A2,26.0,0.550561797752809,0.7528089887640449,0.24719101123595505,0.0,0.24719101123595505,1.7303370786516854,89
TR855*0100*2000*02_A1,26.0,0.6417910447761194,0.8507462686567164,0.11940298507462686,0.029850746268656716,0.14925373134328357,1.5671641791044777,67
TR855*0100*2000*02_A4,26.0,0.7303370786516854,0.9550561797752809,0.0449438202247191,0.0,0.0449438202247191,1.3146067415730338,89
TR860*0100*2000*02_A1,33.0,0.618421052631579,0.8552631578947368,0.13157894736842105,0.013157894736842105,0.14473684210526316,1.5526315789473684,76
TR860*0100*2000*02_A2,33.0,0.7848101265822784,0.8987341772151899,0.10126582278481013,0.0,0.10126582278481013,1.3291139240506329,79
TR865*0100*2000*02_A1,33.0,0.5760869565217391,0.8260869565217391,0.14130434782608695,0.03260869565217391,0.17391304347826086,1.7065217391304348,92
TR865*0100*2000*02_A2,33.0,0.6410256410256411,0.8290598290598291,0.1623931623931624,0.008547008547008548,0.17094017094017094,1.5811965811965811,117
TR866*0100*2000*02_A1,23.0,0.7123287671232876,0.8767123287671232,0.0958904109589041,0.0273972602739726,0.1232876712328767,1.4931506849315068,73
TR866*0100*2000*02_A2,23.0,0.5428571428571428,0.7285714285714285,0.2714285714285714,0.0,0.2714285714285714,1.8142857142857143,70
TR872*0100*2000*02_A1,30.0,0.6753246753246753,0.8831168831168831,0.09090909090909091,0.025974025974025976,0.11688311688311688,1.5064935064935066,77
TR872*0100*2000*02_A4,30.0,0.6907216494845361,0.8762886597938144,0.12371134020618557,0.0,0.12371134020618557,1.4742268041237114,97
TR875*0100*2000*02_A1,39.0,0.5961538461538461,0.8269230769230769,0.16346153846153846,0.009615384615384616,0.17307692307692307,1.6442307692307692,104
TR875*0100*2000*02_A4,39.0,0.5660377358490566,0.7169811320754716,0.24528301886792453,0.03773584905660377,0.2830188679245283,1.8962264150943395,106
TR891*0100*2000*02_A1,38.0,0.5392156862745098,0.7843137254901961,0.13725490196078433,0.0784313725490196,0.21568627450980393,1.892156862745098,102
TR891*0100*2000*02_A2,38.0,0.5609756097560976,0.7439024390243902,0.25609756097560976,0.0,0.25609756097560976,1.7560975609756098,82
TR97*0100*2000*02_A1,31.0,0.5,0.7333333333333333,0.23333333333333334,0.03333333333333333,0.26666666666666666,1.9,90
TR97*0100*2000*02_A2,31.0,0.5446428571428571,0.6517857142857143,0.3392857142857143,0.008928571428571428,0.3482142857142857,1.9107142857142858,112
TR102*0100*2000*02_A1,28.0,0.5795454545454546,0.8295454545454546,0.14772727272727273,0.022727272727272728,0.17045454545454544,1.6477272727272727,88
TR102*0100*2000*02_A2,28.0,0.5742574257425742,0.7821782178217822,0.21782178217821782,0.0,0.21782178217821782,1.6633663366336633,101
TR905*0100*2000*02_A1,27.0,0.6282051282051282,0.8461538461538461,0.1282051282051282,0.02564102564102564,0.15384615384615385,1.6025641025641026,78
TR905*0100*2000*02_A2,27.0,0.5632183908045977,0.6781609195402298,0.3103448275862069,0.011494252873563218,0.3218390804597701,1.8275862068965518,87
TR910*0100*2000*02_A1,21.0,0.5233644859813084,0.7570093457943925,0.205607476635514,0.037383177570093455,0.24299065420560748,1.8037383177570094,107
TR910*0100*2000*02_A2,21.0,0.7094017094017094,0.8034188034188035,0.19658119658119658,0.0,0.19658119658119658,1.5299145299145298,117
TR913*0100*2000*02_A1,31.0,0.5301204819277109,0.7590361445783133,0.21686746987951808,0.024096385542168676,0.24096385542168675,1.783132530120482,83
TR913*0100*2000*02_A2,31.0,0.5913978494623656,0.6989247311827957,0.27956989247311825,0.021505376344086023,0.3010752688172043,1.7956989247311828,93
TR914*0100*2000*02_A1,26.0,0.5858585858585859,0.8282828282828283,0.15151515151515152,0.020202020202020204,0.1717171717171717,1.6464646464646464,99
TR914*0100*2000*02_A3,26.0,0.7064220183486238,0.7889908256880734,0.21100917431192662,0.0,0.21100917431192662,1.5412844036697249,109
TR923*0100*2000*02_A1,35.0,0.527027027027027,0.8108108108108109,0.17567567567567569,0.013513513513513514,0.1891891891891892,1.7027027027027026,74
TR923*0100*2000*02_A4,35.0,0.673469387755102,0.8673469387755102,0.1326530612244898,0.0,0.1326530612244898,1.510204081632653,98
TR924*0100*2000*02_A1,37.0,0.6081081081081081,0.9054054054054054,0.0945945945945946,0.0,0.0945945945945946,1.5,74
TR924*0100*2000*02_A5b,37.0,0.5903614457831325,0.8554216867469879,0.13253012048192772,0.012048192771084338,0.14457831325301204,1.5783132530120483,83
TR925*0100*2000*02_A1,35.0,0.5393258426966292,0.8089887640449438,0.16853932584269662,0.02247191011235955,0.19101123595505617,1.7415730337078652,89
TR925*0100*2000*02_A3,35.0,0.6021505376344086,0.7526881720430108,0.22580645161290322,0.021505376344086023,0.24731182795698925,1.7419354838709677,93
TR948*0100*2000*02_A1,29.0,0.6263736263736264,0.8131868131868132,0.17582417582417584,0.01098901098901099,0.18681318681318682,1.6373626373626373,91
TR948*0100*2000*02_A2,29.0,0.5617977528089888,0.7865168539325843,0.21348314606741572,0.0,0.21348314606741572,1.7303370786516854,89
TR962*0100*2000*02_A1,23.0,0.6236559139784946,0.8602150537634409,0.12903225806451613,0.010752688172043012,0.13978494623655913,1.5483870967741935,93
TR962*0100*2000*02_A3,23.0,0.5633802816901409,0.7746478873239436,0.2112676056338028,0.014084507042253521,0.22535211267605634,1.7605633802816902,71
TR964*0100*2000*02_A1,11.0,0.5595238095238095,0.7857142857142857,0.20238095238095238,0.011904761904761904,0.21428571428571427,1.6904761904761905,84
TR964*0100*2000*02_A5a,11.0,0.5584415584415584,0.7662337662337663,0.22077922077922077,0.012987012987012988,0.23376623376623376,1.7532467532467533,77
TR974*0100*2000*02_A1,25.0,0.6534653465346535,0.9108910891089109,0.07920792079207921,0.009900990099009901,0.0891089108910891,1.4653465346534653,101
TR974*0100*2000*02_A3,25.0,0.680327868852459,0.8852459016393442,0.11475409836065574,0.0,0.11475409836065574,1.4508196721311475,122
TR770*0100*2000*02_A1,30.0,0.5578947368421052,0.8315789473684211,0.1368421052631579,0.031578947368421054,0.16842105263157894,1.6842105263157894,95
TR770*0100*2000*02_A2,30.0,0.5252525252525253,0.7070707070707071,0.29292929292929293,0.0,0.29292929292929293,1.8181818181818181,99
TR1018*0100*2000*02_A1,40.0,0.5714285714285714,0.826530612244898,0.17346938775510204,0.0,0.17346938775510204,1.6326530612244898,98
TR1018*0100*2000*02_A2,40.0,0.6268656716417911,0.7910447761194029,0.1791044776119403,0.029850746268656716,0.208955223880597,1.7164179104477613,134
TR1028*0100*2000*02_A1,33.0,0.6,0.8266666666666667,0.16,0.013333333333333334,0.17333333333333334,1.6266666666666667,75
TR1028*0100*2000*02_A3,33.0,0.6351351351351351,0.7567567567567568,0.24324324324324326,0.0,0.24324324324324326,1.6486486486486487,74
TR1030*0100*2000*02_A1,24.0,0.6172839506172839,0.8024691358024691,0.16049382716049382,0.037037037037037035,0.19753086419753085,1.6790123456790123,81
TR1030*0100*2000*02_A4,24.0,0.6947368421052632,0.8526315789473684,0.1368421052631579,0.010526315789473684,0.14736842105263157,1.5368421052631578,95
TR1034*0100*2000*02_A1,30.0,0.5252525252525253,0.7777777777777778,0.20202020202020202,0.020202020202020204,0.2222222222222222,1.7878787878787878,99
TR1034*0100*2000*02_A4,30.0,0.6326530612244898,0.7755102040816326,0.21428571428571427,0.01020408163265306,0.22448979591836735,1.683673469387755,98
TR1035*0100*2000*02_A1,35.0,0.5544554455445545,0.8118811881188119,0.16831683168316833,0.019801980198019802,0.18811881188118812,1.683168316831683,101
TR1035*0100*2000*02_A2,35.0,0.6504854368932039,0.8252427184466019,0.1650485436893204,0.009708737864077669,0.17475728155339806,1.5825242718446602,103
TR121*0100*2000*02_A1,34.0,0.6328125,0.8515625,0.1328125,0.015625,0.1484375,1.5625,128
TR121*0100*2000*02_A2,34.0,0.5970149253731343,0.7686567164179104,0.22388059701492538,0.007462686567164179,0.23134328358208955,1.7164179104477613,134
TR127*0100*2000*02_A1,22.0,0.5,0.8125,0.1625,0.025,0.1875,1.7625,80
TR127*0100*2000*02_A4,22.0,0.6982758620689655,0.8448275862068966,0.15517241379310345,0.0,0.15517241379310345,1.5086206896551724,116
TR1046*0100*2000*02_A1,33.0,0.6666666666666666,0.8809523809523809,0.08333333333333333,0.03571428571428571,0.11904761904761904,1.5357142857142858,84
TR1046*0100*2000*02_A2,33.0,0.6161616161616161,0.7777777777777778,0.21212121212121213,0.010101010101010102,0.2222222222222222,1.6868686868686869,99
TR1047*0100*2000*02_A1,28.0,0.5333333333333333,0.72,0.24,0.04,0.28,1.88,75
TR1047*0100*2000*02_A2,28.0,0.625,0.7875,0.1875,0.025,0.2125,1.6625,80
TR1054*0100*2000*02_A1,25.0,0.6190476190476191,0.8928571428571429,0.10714285714285714,0.0,0.10714285714285714,1.5,84
TR1054*0100*2000*02_A2,25.0,0.5384615384615384,0.7582417582417582,0.23076923076923078,0.01098901098901099,0.24175824175824176,1.7582417582417582,91
TR1058*0100*2000*02_A1,22.0,0.6666666666666666,0.8275862068965517,0.14942528735632185,0.022988505747126436,0.1724137931034483,1.5517241379310345,87
TR1058*0100*2000*02_A4,22.0,0.6203703703703703,0.8703703703703703,0.10185185185185185,0.027777777777777776,0.12962962962962962,1.5925925925925926,108
TR1061*0100*2000*02_A1,35.0,0.6759259259259259,0.8703703703703703,0.1111111111111111,0.018518518518518517,0.12962962962962962,1.5092592592592593,108
TR1061*0100*2000*02_A2,35.0,0.6050420168067226,0.7058823529411765,0.2773109243697479,0.01680672268907563,0.29411764705882354,1.7647058823529411,119
TR1072*0100*2000*02_A1,24.0,0.647887323943662,0.8309859154929577,0.16901408450704225,0.0,0.16901408450704225,1.5633802816901408,71
TR1072*0100*2000*02_A4,24.0,0.6483516483516484,0.8461538461538461,0.14285714285714285,0.01098901098901099,0.15384615384615385,1.5604395604395604,91
TR1076*0100*2000*02_A1,34.0,0.5212765957446809,0.723404255319149,0.24468085106382978,0.031914893617021274,0.2765957446808511,1.8936170212765957,94
TR1076*0100*2000*02_A4,34.0,0.6542056074766355,0.8411214953271028,0.14953271028037382,0.009345794392523364,0.1588785046728972,1.5514018691588785,107
TR1083*0100*2000*02_A1,37.0,0.5181818181818182,0.7636363636363637,0.18181818181818182,0.05454545454545454,0.23636363636363636,1.9,110
TR1083*0100*2000*02_A2,37.0,0.693069306930693,0.8316831683168316,0.16831683168316833,0.0,0.16831683168316833,1.5247524752475248,101
TR1084*0100*2000*02_A1,28.0,0.6619718309859155,0.9014084507042254,0.09859154929577464,0.0,0.09859154929577464,1.4366197183098592,71
TR1084*0100*2000*02_A4,28.0,0.7763157894736842,0.9342105263157895,0.06578947368421052,0.0,0.06578947368421052,1.3026315789473684,76
TR1102*0100*2000*02_A1,24.0,0.6428571428571429,0.8095238095238095,0.16666666666666666,0.023809523809523808,0.19047619047619047,1.619047619047619,84
TR1102*0100*2000*02_A2,24.0,0.5777777777777777,0.7,0.3,0.0,0.3,1.8222222222222222,90
TR1107*0100*2000*02_A1,27.0,0.5454545454545454,0.7424242424242424,0.21212121212121213,0.045454545454545456,0.25757575757575757,1.8484848484848484,66
TR1107*0100*2000*02_A2,27.0,0.6666666666666666,0.8,0.2,0.0,0.2,1.56,75
TR176*0100*2000*02_A1,34.0,0.632183908045977,0.8505747126436781,0.12643678160919541,0.022988505747126436,0.14942528735632185,1.5977011494252873,87
TR176*0100*2000*02_A2,34.0,0.5045045045045045,0.7477477477477478,0.25225225225225223,0.0,0.25225225225225223,1.8198198198198199,111
TR205*0100*2000*02_A1,27.0,0.7125,0.875,0.1125,0.0125,0.125,1.45,80
TR205*0100*2000*02_A2,27.0,0.5844155844155844,0.7012987012987013,0.2987012987012987,0.0,0.2987012987012987,1.7662337662337662,77
TR206*0100*2000*02_A1,31.0,0.620253164556962,0.8481012658227848,0.12658227848101267,0.02531645569620253,0.1518987341772152,1.5822784810126582,79
TR206*0100*2000*02_A2,31.0,0.625,0.7613636363636364,0.23863636363636365,0.0,0.23863636363636365,1.7045454545454546,88
TR213*0100*2000*02_A1,37.0,0.5942028985507246,0.8188405797101449,0.16666666666666666,0.014492753623188406,0.18115942028985507,1.6594202898550725,138
TR213*0100*2000*02_A3,37.0,0.6298342541436464,0.856353591160221,0.13259668508287292,0.011049723756906077,0.143646408839779,1.5856353591160222,181
TR221*0100*2000*02_A1,29.0,0.6043956043956044,0.8241758241758241,0.15384615384615385,0.02197802197802198,0.17582417582417584,1.6593406593406594,91
TR221*0100*2000*02_A2,29.0,0.7096774193548387,0.8494623655913979,0.15053763440860216,0.0,0.15053763440860216,1.4731182795698925,93
TR222*0100*2000*02_A1,31.0,0.5733333333333334,0.8133333333333334,0.14666666666666667,0.04,0.18666666666666668,1.72,75
TR222*0100*2000*02_A2,31.0,0.5229357798165137,0.7247706422018348,0.25688073394495414,0.01834862385321101,0.27522935779816515,1.8807339449541285,109
TR223*0100*2000*02_A1,16.0,0.5421686746987951,0.8554216867469879,0.14457831325301204,0.0,0.14457831325301204,1.6265060240963856,83
TR223*0100*2000*02_A5.3,16.0,0.6814159292035398,0.8407079646017699,0.1504424778761062,0.008849557522123894,0.1592920353982301,1.5044247787610618,113
TR224*0100*2000*02_A1,24.0,0.6329113924050633,0.8481012658227848,0.12658227848101267,0.02531645569620253,0.1518987341772152,1.5949367088607596,79
TR224*0100*2000*02_A5b,24.0,0.6486486486486487,0.8513513513513513,0.14864864864864866,0.0,0.14864864864864866,1.5405405405405406,74
TR226*0100*2000*02_A1,25.0,0.7040816326530612,0.8979591836734694,0.08163265306122448,0.02040816326530612,0.10204081632653061,1.4387755102040816,98
TR226*0100*2000*02_A4,25.0,0.8173913043478261,0.9217391304347826,0.0782608695652174,0.0,0.0782608695652174,1.2608695652173914,115
TR227*0100*2000*02_A1,27.0,0.6,0.8380952380952381,0.10476190476190476,0.05714285714285714,0.1619047619047619,1.7047619047619047,105
TR227*0100*2000*02_A2,27.0,0.5630252100840336,0.773109243697479,0.226890756302521,0.0,0.226890756302521,1.7394957983193278,119
TR230*0100*2000*02_A1,23.0,0.7073170731707317,0.8455284552845529,0.13821138211382114,0.016260162601626018,0.15447154471544716,1.5203252032520325,123
TR230*0100*2000*02_A2,23.0,0.6097560975609756,0.8211382113821138,0.16260162601626016,0.016260162601626018,0.17886178861788618,1.6585365853658536,123
TR232*0100*2000*02_A1,22.0,0.6022727272727273,0.8409090909090909,0.1590909090909091,0.0,0.1590909090909091,1.5909090909090908,88
TR232*0100*2000*02_A4,22.0,0.7545454545454545,0.9181818181818182,0.07272727272727272,0.00909090909090909,0.08181818181818182,1.3636363636363635,110
